#{"t_start": 1627293962.9208677, "env_id": null}
-1.01,2,7.610598
-1,1,7.612179
-1.13,14,7.625014
-1.09,10,7.637365
-1.44,45,7.673658
-1.02,3,7.677783
-1.02,3,7.682964
-1.05,6,7.688628
-1.33,34,7.713367
-1.09,10,7.725206
-1.23,24,7.749805
-1.02,3,7.754948
-1.03,4,7.759241
-1.15,16,7.778919
-1.17,18,7.800029
-1.1,11,7.811533
-1.1,11,7.82145
-1,1,7.823498
-1.06,7,7.832043
-1.01,2,7.834744
-1.02,3,7.839734
-1.16,17,7.85735
-1.01,2,7.860695
-1.04,5,7.866026
-1.08,9,7.874998
-1.03,4,7.879555
-1.11,12,7.891905
-1.07,8,7.899693
-1.19,20,7.917708
-1.06,7,7.925096
-1.18,19,7.943232
-1.34,35,7.970032
-1.2,21,7.992405
-1.07,8,8.000661
-1.03,4,8.005864
-1.16,17,8.021523
-1.02,3,8.025182
-1.04,5,8.03132
-1.12,13,8.043962
-1.01,2,8.046707
-1.06,7,8.054025
-1,1,8.056297
-1.06,7,8.063448
-1.21,22,8.081342
-1.24,25,8.101965
-1.08,9,8.114211
-0.54,55,8.158975
-1.1,11,8.169996
-1.01,2,8.172707
-1.27,28,8.202644
-1.03,4,8.208085
-1.03,4,8.215846
-1,1,8.217953
-1.18,19,8.235892
-1,1,8.238182
-1.01,2,8.241994
-1.06,7,8.251018
-1.11,12,8.265828
-1.04,5,8.271885
-1.01,2,8.275755
-1.01,2,8.279387
-1.01,2,8.283347
-1.04,5,8.290598
-1.01,2,8.293404
-1.09,10,8.30689
-1.11,12,8.320317
-1.41,42,8.353949
-1.23,24,8.375545
-1.07,8,8.384531
-1.02,3,8.387993
-1.07,8,8.394615
-1.07,8,8.404449
-1.06,7,8.41249
-1.05,6,8.417986
-1.46,47,8.457739
-1.09,10,8.466711
-1.1,11,8.47815
-1.15,16,8.492972
-1.42,43,8.526717
-0.94,95,8.592033
-1,1,8.594306
-1,1,8.596206
-0.33,34,8.633119
-1.13,14,8.648607
-1.03,4,8.652786
-1.15,16,8.67464
-1.22,23,8.696619
-1.08,9,8.70582
-1.08,9,8.715482
-1.29,30,8.736933
-1.16,17,8.754124
-1.07,8,8.763768
-1.52,53,9.541381
-1.03,4,9.547065
-1.08,9,9.558235
-1.02,3,9.561824
-1.58,59,9.604334
-1.01,2,9.607155
-1.16,17,9.62715
-1.06,7,9.634663
-1.14,15,9.64989
-1.2,21,9.669852
-1.21,22,9.687129
-1.2,21,9.708141
-1.11,12,9.719603
-1.09,10,9.730708
-1.24,25,9.753573
-1.02,3,9.75811
-1.42,43,9.796293
-1.06,7,9.803631
-1.01,2,9.806572
-1.35,36,9.834002
-1.25,26,9.865608
-1.16,17,9.885846
-1.13,14,9.90514
-1.38,39,9.93761
-0.55,56,9.981221
-1.01,2,9.984012
-1,1,9.985995
-1,1,9.988005
-1.25,26,10.017558
-1.09,10,10.028201
-1.15,16,10.043948
-1.18,19,10.061506
-1.02,3,10.065319
-1,1,10.067339
-1.06,7,10.075257
-1.05,6,10.082053
-1.04,5,10.087631
-1.03,4,10.093107
-1.02,3,10.096905
-1.02,3,10.101747
-1.01,2,10.10579
-1.17,18,10.122216
-1.13,14,10.13509
-1,1,10.137157
-1,1,10.139471
-1.05,6,10.146728
-1.01,2,10.150716
-1.01,2,10.153283
-1.06,7,10.163453
-1.25,26,10.190046
-1.15,16,10.207482
-1.05,6,10.214386
-1.1,11,10.224667
-1.04,5,10.229422
-1.22,23,10.248847
-1.11,12,10.269124
-1.08,9,10.281358
-1.12,13,10.298104
-1,1,10.300086
-1,1,10.30212
-1.41,42,10.336213
-1.15,16,10.351219
-1.06,7,10.360059
-1.43,44,10.393327
-1.47,48,10.432477
-1.04,5,10.438468
-1,1,10.440577
-1.06,7,10.450972
-1.03,4,10.455072
-1.01,2,10.457984
-1.03,4,10.463817
-1.33,34,10.490928
-1.02,3,10.495312
-1.15,16,10.510421
-1,1,10.512622
-1.22,23,10.539367
-0.42,43,10.573303
-1.2,21,10.592152
-1.06,7,10.599197
-0.47,48,10.647683
-1.02,3,10.652488
-1.07,8,10.661024
-1.02,3,10.665809
-1.48,49,10.704913
-0.42,43,10.737697
-1.56,57,10.783077
-1.12,13,10.795535
-1.04,5,10.803221
-1,1,10.80524
-1.06,7,10.811955
-1.23,24,10.832686
-1.01,2,10.835799
-1.08,9,10.845373
-1.45,46,10.882813
-1,1,10.884488
-1.18,19,10.900677
-1.23,24,10.924435
-1.07,8,10.935197
-1.46,47,10.977104
-1.03,104,11.049528
-1.03,4,11.053749
-1.05,6,11.063169
-1,1,11.065122
-1.33,34,11.092849
-1.04,5,11.100137
-1.01,2,11.10309
-1.63,64,11.153063
-1.21,22,11.174745
-1.29,30,11.198129
-1.07,8,11.209541
-1.09,10,11.219344
-1,1,11.22144
-1.02,3,11.225155
-1.01,2,11.22793
-1.08,9,11.239177
-1.17,18,11.258183
-1.03,4,11.263594
-1.02,3,11.267355
-1.02,3,11.273049
-1,1,11.275152
-1.04,5,11.282535
-1,1,11.284512
-1.09,10,11.292783
-1.37,38,11.323974
-1.13,14,11.340954
-1.03,4,11.346049
-1.02,3,11.352556
-1.15,16,11.36605
-1.75,76,12.146282
-1.15,16,12.160704
-1.21,22,12.179514
-1.09,10,12.190798
-1.33,34,12.217131
-1.54,55,12.259644
-1,1,12.261744
-1.11,12,12.271934
-1.01,2,12.274703
-1.19,20,12.289842
-1.03,4,12.297367
-1.01,2,12.30024
-1,1,12.302467
-1.04,5,12.307545
-1.4,41,12.340096
-1.22,23,12.363238
-1.09,10,12.375392
-1.07,8,12.383231
-1.02,3,12.386558
-1.12,13,12.399284
-1.13,14,12.415098
-1.24,25,12.436529
-1.11,12,12.450236
-1,1,12.45235
-1.04,5,12.458549
-1.24,25,12.481433
-1.29,30,12.508987
-1.64,65,12.554308
-1.25,26,12.578508
-1.08,9,12.587063
-1.19,20,12.610842
-1.32,33,12.637158
-1.14,15,12.650827
-1.15,16,12.667687
-1.39,40,12.699077
-1.23,24,12.71921
-0.35,36,12.747292
-1.78,79,12.808279
-1.32,33,12.834862
-1.27,28,12.857124
-1.01,2,12.861157
-1.02,3,12.864908
-1.29,30,12.887743
-1.05,6,12.895487
-1,1,12.897518
-1.03,4,12.902626
-1,1,12.904535
-1.13,14,12.918204
-0.5,51,12.956817
-1.26,27,12.98134
-1.04,5,12.987756
-1.08,9,12.996677
-0.2,21,13.014486
-0.36,37,13.044462
-1,1,13.046607
-0.73,74,13.102287
-1.1,11,13.112673
-1.03,4,13.119299
-1.05,6,13.126029
-1.14,15,13.142826
-1.23,24,13.164742
-1.06,7,13.1709
-1.03,4,13.177431
-1.58,59,13.222427
-1.19,20,13.239517
-1.03,4,13.243865
-1.05,6,13.250866
-1.25,26,13.275891
-1.19,20,13.295861
-1.72,73,13.348647
-1.26,27,13.375264
-1.16,17,13.390705
-1.01,2,13.393502
-1.05,6,13.400044
-1.38,39,13.432555
-1,1,13.434654
-1.38,39,13.464942
-1.01,2,13.467699
-1.06,7,13.476069
-1.07,8,13.484338
-1.06,7,13.493218
-1.01,2,13.496092
-1.17,18,13.513591
-1.2,21,13.532796
-1,1,13.534892
-1.31,32,13.562996
-1.21,22,13.582353
-1.14,15,13.602225
-1.19,20,13.623872
-1,1,13.626178
-1.17,18,13.641568
-1.07,8,13.649086
-1,1,13.651212
-1.39,40,13.6905
-1.12,13,13.707772
-1.17,18,13.723871
-1.1,11,13.735553
-1.08,9,13.743923
-1.18,19,13.763473
-0.85,86,13.824795
-1.75,76,13.878608
-1.14,15,13.893142
-1.1,11,13.902534
-1.27,28,13.927831
-1.09,10,13.939075
-1.37,38,14.763961
-1.02,3,14.767742
-1,1,14.769988
-1.24,25,14.790658
-1.35,36,14.818438
-1.01,2,14.821902
-1.06,7,14.832018
-1.02,3,14.835724
-1.2,21,14.856085
-1.04,5,14.861369
-1.25,26,14.882959
-1.15,16,14.899208
-1.12,13,14.91134
-1.26,27,14.936159
-1.73,74,14.989517
-0.52,53,15.027687
-1.45,46,15.064309
-1,1,15.06671
-1.01,2,15.069346
-1.18,19,15.084878
-1.22,23,15.10402
-1.48,49,15.141253
-1.54,55,15.18241
-1.16,17,15.20034
-1.23,24,15.221071
-1.29,30,15.250112
-1.7,71,15.300618
-1.01,2,15.304839
-1.02,3,15.308159
-1.55,56,15.350319
-1.05,6,15.357962
-1.04,5,15.364439
-1.2,21,15.382862
-1,1,15.385473
-1.17,18,15.403784
-1.35,36,15.431114
-1.1,11,15.440838
-1.37,38,15.469829
-1.16,17,15.485101
-0.51,52,15.528935
-1.32,33,15.555666
-0.67,68,15.603549
-1.51,52,15.643938
-1.16,17,15.662035
-1.16,17,15.678454
-1.21,22,15.695426
-1.04,5,15.700322
-1.53,54,15.739752
-0.3,31,15.7657
-1.18,19,15.783365
-1.21,22,15.803307
-1.19,20,15.823205
-1.06,7,15.829504
-1.05,6,15.835244
-1.27,28,15.861214
-1.02,3,15.864978
-1.03,4,15.869536
-1.3,31,15.893452
-1.26,27,15.917114
-1.08,9,15.926937
-1.13,14,15.93942
-1.4,41,15.973055
-1.1,11,15.983189
-1.23,24,16.004114
-1.01,2,16.007079
-1.22,23,16.03013
-1.33,34,16.056629
-1.04,5,16.06197
-1.36,37,16.09251
-1.12,13,16.104634
-1,1,16.106784
-1.02,3,16.110619
-1.37,38,16.146014
-1.18,19,16.162672
-1.06,7,16.169288
-1.2,21,16.188261
-1.09,10,16.198852
-1,1,16.201712
-1.16,17,16.217371
-1.04,5,16.224917
-1.16,17,16.23939
-1.14,15,16.252278
-1.69,70,16.303237
-1.67,68,16.355047
-1.36,37,16.384161
-1.03,4,16.390367
-1.1,11,16.403336
-1.04,5,16.408935
-1.27,28,16.431263
-1.38,39,16.46379
-1.03,4,16.468499
-1.15,16,17.215332
-0.4,41,17.245962
-1,1,17.248068
-1.03,4,17.253903
-0.39,40,17.284626
-1,1,17.287249
-2.02,103,17.36276
-1.12,13,17.376333
-1.17,18,17.392905
-1.35,36,17.425591
-0.49,50,17.464012
-1,1,17.466248
-1,1,17.468478
-1.66,67,17.526777
-1.42,43,17.559505
-1.26,27,17.581481
-1.17,18,17.598437
-1.19,20,17.614626
-1.23,24,17.635605
-1.64,65,17.682465
-1.48,49,17.720083
-1.37,38,17.754485
-1.39,40,17.79109
-1.44,45,17.828677
-1.29,30,17.857203
-1.44,45,17.894644
-1.59,60,17.943059
-1.23,24,17.963886
-1.25,26,17.987577
-1.29,30,18.012149
-1.09,10,18.021422
-1.25,26,18.042899
-1.35,36,18.070204
-1.25,26,18.090138
-1.15,16,18.10737
-1.21,22,18.126673
-1.47,48,18.164505
-1.08,9,18.175629
-1.06,7,18.184057
-1.03,4,18.188508
-1.04,5,18.19435
-1.05,6,18.201114
-1.19,20,18.217771
-1.17,18,18.232344
-1.73,74,18.286497
-1.05,6,18.291925
-1.36,37,18.319592
-1.02,3,18.322666
-1.21,22,18.341393
-1.08,9,18.3501
-0.73,74,18.402719
-1.69,70,18.454212
-1.71,72,18.50693
-1.42,43,18.538865
-1.31,32,18.563602
-1.03,4,18.56783
-1.01,2,18.571981
-1.11,12,18.585029
-1.17,18,18.601572
-1,1,18.603737
-1.63,64,18.649929
-1.31,32,18.67555
-1.21,22,18.692973
-1.94,95,18.762387
-1.17,18,18.777679
-0.3,31,18.80102
-1.24,25,18.824006
-1.34,35,18.851146
-1.03,4,18.857509
-1.41,42,19.623578
-0.51,52,19.664856
-1.32,33,19.690861
-1.3,131,19.782513
-0.56,57,19.827316
-1,1,19.829504
-1.01,2,19.832543
-2.74,175,19.957309
-1.1,11,19.968779
-2.09,110,20.045077
-1.43,44,20.077371
-1.33,34,20.103161
-1.03,4,20.107927
-1.47,48,20.144752
-1.1,11,20.155039
-1,1,20.157084
-2.06,107,20.231719
-1.27,28,20.257297
-1.15,16,20.271422
-1.21,22,20.292286
-1.7,71,20.341537
-0.47,48,20.376494
-1.37,38,20.404681
-1.43,44,20.437791
-0.62,63,20.483644
-1.31,32,20.510492
-1.7,71,20.559726
-1.49,50,20.600628
-1.11,12,20.611481
-1.03,4,20.61562
-0.23,24,20.637328
-1.25,26,20.658975
-1.3,31,20.682505
-1.13,114,20.766641
-1.39,40,20.800071
-1,1,20.802317
-0.73,74,20.860147
-0.62,63,20.905798
-1.05,6,20.912724
-1.22,23,20.931569
-1.01,2,20.934158
-1.38,39,20.964529
-1.51,52,21.002895
-1.18,19,21.0209
-1.04,5,21.027317
-1.08,9,21.037865
-1.5,51,21.079435
-1.23,24,21.098698
-1.66,67,21.147836
-1.03,4,21.152005
-1.28,29,21.175818
-1,1,21.177809
-1.08,9,21.927306
-1.2,21,21.947692
-1,1,21.949851
-1.01,2,21.952597
-1.63,64,22.002465
-1.21,122,22.086953
-1.05,6,22.093144
-3.34,235,22.253569
-1.25,26,22.274487
-1.35,36,22.301466
-1.3,31,22.325118
-1.01,2,22.327906
-2.21,122,22.411247
-1.92,93,22.475621
-1.44,45,22.51192
-1.76,77,22.570428
-1.08,9,22.57805
-1.17,18,22.594737
-0.98,99,22.661793
-1.14,15,22.676791
-1.57,58,22.719762
-1.08,9,22.729857
-0.56,57,22.775575
-1.23,24,22.795294
-1.26,27,22.819454
-1.35,36,22.847437
-0.29,30,22.87096
-1.87,88,22.933072
-1.29,30,22.954925
-1.19,20,22.972646
-1.71,72,23.025032
-1.05,6,23.031737
-1.15,16,23.046189
-0.77,78,23.104894
-1.25,26,23.130599
-1.03,4,23.134516
-1.17,18,23.150329
-1.31,32,23.174339
-1.39,40,23.206935
-0.69,70,23.25477
-1.06,7,23.266199
-1.15,16,23.280542
-1.57,58,23.324746
-1.08,9,23.334708
-1.26,27,23.355994
-1.24,25,23.379208
-0.84,85,23.439415
-1.17,18,23.457282
-0.55,56,24.228803
-1.49,50,24.266875
-1.38,39,24.295994
-1.02,3,24.299283
-1.36,37,24.328625
-1.06,7,24.338375
-0.76,77,24.396733
-2.01,102,24.472122
-1.65,66,24.523705
-1.94,95,24.588416
-1.26,27,24.609473
-1.42,43,24.642339
-0.71,72,24.695303
-1.15,16,24.7136
-1.12,13,24.725708
-1.29,30,24.750572
-1.32,33,24.775404
-1.16,17,24.790134
-0.34,35,24.815639
-1.37,38,24.848704
-1.54,55,24.889396
-0.32,33,24.913387
-1.08,9,24.923648
-1.01,2,24.927318
-1,1,24.929613
-0.31,32,24.956844
-1.86,87,25.015687
-1.36,37,25.049941
-1.42,43,25.087296
-1.18,19,25.104158
-1.29,30,25.126597
-1.21,22,25.143383
-1.32,33,25.168804
-1.28,29,25.191281
-1.67,68,25.24326
-1.3,31,25.266136
-1.45,46,25.303272
-1.05,6,25.311474
-1.79,80,25.368026
-1.31,32,25.392336
-1.56,57,25.433261
-1.71,72,25.484969
-0.62,63,25.531135
-1.59,60,25.57983
-1.37,38,25.609354
-0.58,59,25.658473
-1.28,29,25.681529
-1.28,29,25.709432
-0.32,33,25.738295
-1.31,32,25.765448
-1.03,4,25.7696
-0.71,72,26.563896
-1.12,113,26.645019
-2.07,108,26.719581
-1.09,10,26.730413
-1.34,35,26.759866
-3.02,203,26.900375
-1.01,2,26.903532
-1.26,27,26.924029
-1.05,6,26.933244
-2.0,101,27.005637
-1.36,37,27.034966
-1.42,43,27.066415
-1.27,28,27.093264
-0.6,61,27.13882
-1,1,27.14125
-1.71,72,27.201702
-2.55,156,27.309557
-1.19,20,27.325264
-1.14,15,27.336743
-1.07,8,27.344088
-1.01,2,27.346864
-1.24,25,27.372963
-1.16,17,27.388049
-1,1,27.39012
-1.28,29,27.412909
-1.18,19,27.434985
-1.39,40,27.467653
-1.39,40,27.500578
-1.3,31,27.524683
-1.45,46,27.557939
-1.15,16,27.571308
-1.53,54,27.611452
-1.04,105,27.687323
-0.64,65,27.734468
-1.49,50,27.772656
-1.02,3,27.775976
-1,1,27.778128
-1.2,21,27.795607
-1.5,51,27.836332
-1.21,22,27.85604
-1.26,27,27.879231
-1.11,12,27.891036
-1.35,36,27.920154
-1.14,15,27.932248
-1.01,2,27.934906
-1.04,5,27.940346
-1.01,2,27.943549
-1.03,4,27.947977
-1.21,22,27.972329
-0.44,45,28.013646
-1.38,39,28.049031
-1.19,20,28.065039
-1.85,86,28.129081
-1.73,74,28.919252
-1.16,17,28.931916
-1.03,4,28.936192
-1.15,16,28.95234
-1.59,60,28.992541
-1.28,29,29.013852
-1.4,41,29.044265
-1.15,16,29.062894
-1.33,34,29.087599
-1.04,5,29.092387
-1.33,34,29.117178
-1.73,74,29.168394
-1.29,30,29.191543
-1.32,33,29.219688
-1.88,89,29.280293
-1.45,146,29.380708
-0.88,89,29.442844
-1.65,66,29.488764
-1.32,33,29.515308
-1,1,29.517163
-1.48,49,29.55215
-0.9,91,29.616358
-1.24,25,29.637165
-0.91,92,29.701082
-1.22,23,29.718919
-1.29,30,29.743341
-1.46,47,29.777094
-1.28,29,29.800826
-1.02,3,29.804043
-0.19,20,29.820095
-1.65,66,29.872216
-0.58,59,29.917019
-2.0,101,29.986621
-1.2,21,30.006222
-1.52,53,30.049002
-1.95,96,30.115935
-1.89,90,30.178802
-1.56,57,30.220018
-2.06,107,30.294055
-1.26,27,30.321313
-1.73,74,30.374356
-1.01,2,30.377649
-1.28,29,31.16273
-1.59,60,31.205495
-1.09,10,31.21378
-1.08,9,31.225083
-2.22,123,31.312127
-0.63,64,31.356618
-1.39,40,31.386186
-1.57,58,31.427928
-1.5,51,31.465695
-1.19,20,31.48512
-1,1,31.487193
-1.3,31,31.512571
-1.86,87,31.572976
-1.04,5,31.577828
-1.16,17,31.592012
-1.76,77,31.644448
-0.35,36,31.673932
-1.11,12,31.686655
-2.07,108,31.760485
-1.77,78,31.815551
-0.35,36,31.843806
-1.15,16,31.860197
-0.68,69,31.909255
-1.37,38,31.936831
-1,1,31.938698
-1.81,82,31.998568
-1.29,30,32.033505
-0.64,65,32.079542
-1.34,35,32.104113
-1,1,32.106256
-1.39,40,32.141646
-1.15,16,32.156574
-1.2,21,32.172876
-3.49,250,32.335216
-2.02,103,32.40863
-1.72,73,32.462326
-1.01,2,32.465058
-0.88,89,32.52713
-1.25,26,32.546579
-1.82,83,32.603393
-1.49,50,32.638191
-1.37,38,33.397892
-0.85,86,33.457147
-1.53,54,33.498267
-1.87,88,33.560263
-1,1,33.562583
-0.43,44,33.594774
-1.98,99,33.668384
-1.88,89,33.731334
-1.23,24,33.751256
-2.35,136,33.844642
-1.55,56,33.884073
-1.25,26,33.909311
-1.71,72,33.959076
-1.12,13,33.970092
-1.17,18,33.986688
-0.85,86,34.044932
-1.65,66,34.089813
-1.39,40,34.120495
-1.36,37,34.15184
-0.94,95,34.218093
-1.94,95,34.2866
-1.89,90,34.351002
-1.61,62,34.398381
-1,1,34.400227
-0.64,65,34.448497
-1.15,16,34.461726
-0.27,28,34.483511
-1.04,5,34.488316
-2.08,109,34.561189
-2.33,134,34.65447
-1.06,7,34.661196
-1.3,31,34.683867
-1.21,22,34.700985
-2.17,118,34.786245
-0.66,67,34.831653
-1.09,10,34.839838
-1,1,34.841805
